Month,Total Gallons,Postal Code
5/1/2013,3354400,78660
5/1/2013,1219600,78701
5/1/2013,40700,78749
5/1/2013,857000,78747
5/1/2013,659700,78724
5/1/2013,11097700,78726
5/1/2013,20900,78758
5/1/2013,24000,78750
5/1/2013,7456700,78717
5/1/2013,9800,78741
5/1/2013,14504100,78757
5/1/2013,275100,78723
5/1/2013,609400,78731
5/1/2013,1021100,78746
5/1/2013,3062300,78617
5/1/2013,4500,78617
5/1/2013,7881600,78747
5/1/2013,53200,78756
5/1/2013,74094900,78759
5/1/2013,31819600,78745
5/1/2013,88900,78759
5/1/2013,308400,78757
5/1/2013,70051100,78749
5/1/2013,15200,78736
5/1/2013,22098900,78723
5/1/2013,2952600,78729
5/1/2013,6757400,78748
5/1/2013,2892600,78735
5/1/2013,7159300,78728
5/1/2013,2340200,78725
5/1/2013,80171600,78741
5/1/2013,17271700,78751
5/1/2013,73100,78705
5/1/2013,13234000,78750
5/1/2013,24439700,78729
5/1/2013,4312900,78730
5/1/2013,322700,78736
5/1/2013,1338800,78703
5/1/2013,3069600,78736
5/1/2013,468600,78719
5/1/2013,0,78747
5/1/2013,31600,78726
5/1/2013,45159000,78758
5/1/2013,57541100,78703
5/1/2013,708500,78731
5/1/2013,36900,78745
5/1/2013,39395900,78717
5/1/2013,13800,78737
5/1/2013,2200,78727
5/1/2013,379500,78725
5/1/2013,805900,78702
5/1/2013,8800,78660
5/1/2013,11900,78748
5/1/2013,38579600,78757
5/1/2013,116100,78653
5/1/2013,20954900,78727
5/1/2013,26045300,78744
5/1/2013,12301000,78724
5/1/2013,22498200,78729
5/1/2013,51600,78757
5/1/2013,21200,78724
5/1/2013,6400,78732
5/1/2013,1511200,78744
5/1/2013,36500200,78723
5/1/2013,4836200,78728
5/1/2013,42000,78733
5/1/2013,19296300,78741
5/1/2013,37863500,78746
5/1/2013,45796800,78758
5/1/2013,20879600,78724
5/1/2013,15803300,78754
5/1/2013,2414600,78754
5/1/2013,5542900,78756
5/1/2013,51666900,78744
5/1/2013,11009500,78705
5/1/2013,15937400,78749
5/1/2013,20800500,78726
5/1/2013,14048900,78701
5/1/2013,863100,78730
5/1/2013,76226300,78748
5/1/2013,45398500,78753
5/1/2013,1752100,78759
5/1/2013,4329100,78721
5/1/2013,19625800,78617
5/1/2013,44411400,78727
5/1/2013,78050100,78745
5/1/2013,46008600,78739
5/1/2013,22944000,78754
5/1/2013,340900,78701
5/1/2013,329700,78742
5/1/2013,645600,78751
5/1/2013,1180200,78750
5/1/2013,19676500,78752
5/1/2013,198600,78752
5/1/2013,13434800,78752
5/1/2013,17410300,78748
5/1/2013,13030000,78756
5/1/2013,73187900,78731
5/1/2013,4300000,78753
5/1/2013,3083500,78749
5/1/2013,14463800,78746
5/1/2013,38886300,78759
5/1/2013,1145000,78653
5/1/2013,60400300,78750
5/1/2013,8471500,78660
5/1/2013,9901300,78722
5/1/2013,49714100,78753
5/1/2013,18266200,78731
5/1/2013,13152800,78751
5/1/2013,36046900,78705
5/1/2013,12308300,78703
5/1/2013,3143800,78758
5/1/2013,23701400,78735
5/1/2013,25656200,78747
6/1/2013,6700,78732
6/1/2013,575500,78731
6/1/2013,38206100,78757
6/1/2013,2500,78744
6/1/2013,12552000,78724
6/1/2013,16378200,78730
6/1/2013,11972600,78726
6/1/2013,26656800,78729
6/1/2013,2894000,78722
6/1/2013,51000,78613
6/1/2013,54000,78756
6/1/2013,23500,78729
6/1/2013,1314600,78703
6/1/2013,529700,78719
6/1/2013,10900,78727
6/1/2013,20400,78736
6/1/2013,715100,78742
6/1/2013,74100900,78731
6/1/2013,22471900,78723
6/1/2013,125300,78730
6/1/2013,5050900,78753
6/1/2013,11600,78737
6/1/2013,252300,78705
6/1/2013,96400,78705
6/1/2013,8200,78738
6/1/2013,1226200,78746
6/1/2013,5255300,78717
6/1/2013,155700,78653
6/1/2013,109100,78613
6/1/2013,5600,78617
6/1/2013,950200,78731
6/1/2013,40800,78726
6/1/2013,1186300,78701
6/1/2013,8181300,78747
6/1/2013,3350300,78729
6/1/2013,1713600,78719
6/1/2013,21339900,78726
6/1/2013,8063900,78748
6/1/2013,2327900,78704
6/1/2013,22500,78750
6/1/2013,27465900,78747
6/1/2013,2629300,78741
6/1/2013,89898300,78741
6/1/2013,45300,78724
6/1/2013,8200,78753
6/1/2013,48200,78757
6/1/2013,243600,78725
6/1/2013,889000,78730
6/1/2013,2673800,78735
6/1/2013,489600,78746
6/1/2013,6175900,78727
6/1/2013,129000,78721
6/1/2013,59923800,78703
6/1/2013,1162200,78724
6/1/2013,10163500,78705
6/1/2013,48307100,78758
6/1/2013,545600,78751
6/1/2013,7529300,78717
6/1/2013,158000,78704
6/1/2013,1361000,78744
6/1/2013,81700,78751
6/1/2013,237000,78757
6/1/2013,26473900,78744
6/1/2013,227100,78756
6/1/2013,841200,78652
6/1/2013,0,78747
6/1/2013,20206900,78727
6/1/2013,21800900,78724
6/1/2013,859200,78702
6/1/2013,98800,78759
6/1/2013,4800,78754
6/1/2013,7444800,78728
6/1/2013,6298000,78726
6/1/2013,0,78712
6/1/2013,66400,78749
6/1/2013,80377300,78759
6/1/2013,3443900,78660
6/1/2013,9000,78660
6/1/2013,55185600,78744
6/1/2013,366100,78701
6/1/2013,32400,78758
6/1/2013,12217400,78703
6/1/2013,56900,78745
6/1/2013,277200,78723
6/1/2013,8410000,78660
6/1/2013,30200,78702
6/1/2013,128000,78722
6/1/2013,371300,78736
6/1/2013,22345100,78729
6/1/2013,522600,78747
6/1/2013,37759400,78759
6/1/2013,39750500,78717
6/1/2013,16297500,78721
6/1/2013,11500,78652
6/1/2013,62000,78652
6/1/2013,2534500,78725
6/1/2013,30400,78717
6/1/2013,28900,78748
6/1/2013,4500,78721
6/1/2013,47984300,78753
6/1/2013,15871700,78736
6/1/2013,1066000,78728
6/1/2013,7900,78741
6/1/2013,10810800,78735
6/1/2013,80624300,78748
6/1/2013,2139600,78736
6/1/2013,38421400,78723
6/1/2013,4964100,78728
6/1/2013,42300,78733
6/1/2013,51138100,78704
6/1/2013,40571200,78746
6/1/2013,47386600,78704
6/1/2013,18732000,78741
6/1/2013,28782500,78705
6/1/2013,4218200,78749
6/1/2013,13918000,78752
6/1/2013,3248600,78758
6/1/2013,21109600,78617
6/1/2013,15857600,78749
6/1/2013,80660800,78749
6/1/2013,12699700,78751
6/1/2013,14082900,78746
6/1/2013,10183100,78722
6/1/2013,560400,78703
6/1/2013,4943600,78721
6/1/2013,14905700,78757
6/1/2013,17221800,78754
6/1/2013,24004800,78754
6/1/2013,5315500,78730
6/1/2013,53922900,78739
6/1/2013,3390200,78617
6/1/2013,10509100,78737
6/1/2013,1081000,78759
6/1/2013,2861600,78745
6/1/2013,18403200,78748
6/1/2013,291000,78752
6/1/2013,18086400,78752
6/1/2013,17292200,78751
6/1/2013,46203000,78758
6/1/2013,5894100,78756
6/1/2013,50171500,78753
6/1/2013,13968100,78701
6/1/2013,83108600,78745
6/1/2013,9554000,78702
6/1/2013,28317000,78702
6/1/2013,66030100,78750
6/1/2013,26030400,78735
6/1/2013,13253700,78756
6/1/2013,13239900,78750
6/1/2013,1521200,78750
6/1/2013,30472200,78745
6/1/2013,45764400,78727
6/1/2013,16909500,78731
6/1/2013,1220500,78653
6/1/2013,2618800,78754
6/1/2013,324700,78742
7/1/2013,265300,78722
7/1/2013,17600,78727
7/1/2013,609700,78751
7/1/2013,343400,78701
7/1/2013,102800,78726
7/1/2013,20000,78652
7/1/2013,25521400,78724
7/1/2013,2600,78744
7/1/2013,7410300,78717
7/1/2013,11265600,78735
7/1/2013,433000,78613
7/1/2013,2407500,78704
7/1/2013,9658300,78748
7/1/2013,1099700,78731
7/1/2013,295100,78723
7/1/2013,3239200,78725
7/1/2013,238500,78725
7/1/2013,1528400,78744
7/1/2013,18779100,78721
7/1/2013,8200,78721
7/1/2013,8300,78660
7/1/2013,53166300,78717
7/1/2013,2282000,78750
7/1/2013,285600,78721
7/1/2013,21473500,78730
7/1/2013,160800,78759
7/1/2013,16753200,78749
7/1/2013,50600,78741
7/1/2013,48600,78717
7/1/2013,70366200,78739
7/1/2013,8499800,78728
7/1/2013,468700,78724
7/1/2013,18300,78737
7/1/2013,22700,78736
7/1/2013,18427600,78731
7/1/2013,12906800,78724
7/1/2013,190400,78756
7/1/2013,108500,78745
7/1/2013,2537400,78722
7/1/2013,29957800,78754
7/1/2013,61800,78652
7/1/2013,22065200,78736
7/1/2013,203300,78704
7/1/2013,43400,78758
7/1/2013,1792200,78703
7/1/2013,11719500,78726
7/1/2013,16471500,78756
7/1/2013,27192500,78726
7/1/2013,937700,78742
7/1/2013,18203800,78754
7/1/2013,3536800,78729
7/1/2013,2253600,78736
7/1/2013,63800,78757
7/1/2013,26525800,78744
7/1/2013,360700,78757
7/1/2013,4108000,78758
7/1/2013,802500,78731
7/1/2013,24034400,78729
7/1/2013,103996500,78759
7/1/2013,1984000,78719
7/1/2013,7153200,78726
7/1/2013,123600,78705
7/1/2013,85226000,78741
7/1/2013,725800,78746
7/1/2013,38500,78702
7/1/2013,5200,78754
7/1/2013,7400,78732
7/1/2013,15491200,78737
7/1/2013,39022600,78735
7/1/2013,633000,78719
7/1/2013,58300,78749
7/1/2013,0,78747
7/1/2013,1540400,78747
7/1/2013,8026300,78727
7/1/2013,6520300,78717
7/1/2013,16275300,78748
7/1/2013,3786800,78735
7/1/2013,328800,78705
7/1/2013,10200,78617
7/1/2013,100,78739
7/1/2013,8100,78738
7/1/2013,999700,78702
7/1/2013,113900,78756
7/1/2013,22550500,78723
7/1/2013,925900,78730
7/1/2013,474100,78736
7/1/2013,965500,78652
7/1/2013,21839400,78727
7/1/2013,3281600,78741
7/1/2013,32280900,78729
7/1/2013,3668200,78660
7/1/2013,26600,78750
7/1/2013,35700,78748
7/1/2013,41084200,78759
7/1/2013,130500,78751
7/1/2013,71000,78613
7/1/2013,213100,78730
7/1/2013,6009300,78749
7/1/2013,7909900,78747
7/1/2013,1764300,78728
7/1/2013,1469300,78701
7/1/2013,1567800,78653
7/1/2013,28400,78753
7/1/2013,110119400,78749
7/1/2013,19000,78729
7/1/2013,1247200,78746
7/1/2013,257000,78752
7/1/2013,48000,78724
7/1/2013,64895600,78704
7/1/2013,56900,78733
7/1/2013,22708800,78741
7/1/2013,55773300,78746
7/1/2013,5859700,78728
7/1/2013,46897300,78723
7/1/2013,46261600,78704
7/1/2013,5026900,78730
7/1/2013,13990300,78750
7/1/2013,5894800,78756
7/1/2013,335700,78742
7/1/2013,19884700,78751
7/1/2013,73675300,78703
7/1/2013,12268700,78722
7/1/2013,49541100,78758
7/1/2013,83824900,78750
7/1/2013,3128100,78754
7/1/2013,3763400,78617
7/1/2013,107546200,78748
7/1/2013,31548400,78702
7/1/2013,56663400,78727
7/1/2013,5229900,78721
7/1/2013,57372600,78753
7/1/2013,0,78712
7/1/2013,52885700,78758
7/1/2013,58165800,78744
7/1/2013,9783000,78660
7/1/2013,1727600,78759
7/1/2013,22730000,78617
7/1/2013,52732200,78753
7/1/2013,96677300,78731
7/1/2013,14165400,78746
7/1/2013,12214100,78705
7/1/2013,18932600,78752
7/1/2013,9613200,78702
7/1/2013,29988000,78705
7/1/2013,12382100,78703
7/1/2013,305300,78653
7/1/2013,48475000,78757
7/1/2013,4533500,78745
7/1/2013,13548400,78701
7/1/2013,36088000,78747
7/1/2013,675000,78703
7/1/2013,32801600,78745
7/1/2013,108573200,78745
7/1/2013,16192800,78752
7/1/2013,12498800,78751
7/1/2013,15684200,78757
7/1/2013,6019900,78753
8/1/2013,52500,78758
8/1/2013,358100,78723
8/1/2013,38200,78749
8/1/2013,3500,78744
8/1/2013,244800,78721
8/1/2013,61006600,78744
8/1/2013,24687800,78729
8/1/2013,2176800,78744
8/1/2013,11875000,78726
8/1/2013,54800,78652
8/1/2013,261300,78613
8/1/2013,7347200,78717
8/1/2013,24000,78702
8/1/2013,19461800,78731
8/1/2013,8023400,78726
8/1/2013,12600700,78751
8/1/2013,19573000,78751
8/1/2013,7746500,78749
8/1/2013,53541700,78758
8/1/2013,100000,78756
8/1/2013,146200,78705
8/1/2013,107685000,78759
8/1/2013,279900,78722
8/1/2013,986600,78652
8/1/2013,0,78739
8/1/2013,4574800,78729
8/1/2013,9510600,78728
8/1/2013,1216900,78702
8/1/2013,269100,78730
8/1/2013,31289500,78702
8/1/2013,14299400,78701
8/1/2013,3014000,78741
8/1/2013,8500,78660
8/1/2013,38600,78717
8/1/2013,19040000,78754
8/1/2013,35923200,78745
8/1/2013,594900,78724
8/1/2013,2979100,78722
8/1/2013,1482200,78701
8/1/2013,7296100,78727
8/1/2013,10731500,78748
8/1/2013,34000,78748
8/1/2013,37600,78750
8/1/2013,14168800,78750
8/1/2013,350400,78742
8/1/2013,1825900,78728
8/1/2013,13277900,78724
8/1/2013,10700,78753
8/1/2013,88446300,78741
8/1/2013,506700,78701
8/1/2013,27818200,78744
8/1/2013,22516200,78730
8/1/2013,51500,78741
8/1/2013,16000,78737
8/1/2013,34236900,78729
8/1/2013,2602500,78725
8/1/2013,30300,78726
8/1/2013,13270700,78737
8/1/2013,8463400,78747
8/1/2013,19800,78736
8/1/2013,950500,78746
8/1/2013,8174900,78717
8/1/2013,828700,78731
8/1/2013,51865800,78717
8/1/2013,7800,78721
8/1/2013,2082400,78719
8/1/2013,57822600,78727
8/1/2013,16182700,78756
8/1/2013,9100,78617
8/1/2013,53990600,78758
8/1/2013,2295200,78750
8/1/2013,6200,78738
8/1/2013,1990300,78703
8/1/2013,242900,78704
8/1/2013,12018700,78735
8/1/2013,123500,78751
8/1/2013,42958800,78759
8/1/2013,749300,78746
8/1/2013,22273200,78727
8/1/2013,759000,78703
8/1/2013,629000,78719
8/1/2013,127700,78724
8/1/2013,3473400,78660
8/1/2013,1802900,78759
8/1/2013,0,78747
8/1/2013,1700,78754
8/1/2013,23408600,78723
8/1/2013,15820100,78752
8/1/2013,75000,78613
8/1/2013,105383500,78745
8/1/2013,71800,78757
8/1/2013,940000,78742
8/1/2013,502500,78736
8/1/2013,20600,78727
8/1/2013,3675600,78704
8/1/2013,157900,78759
8/1/2013,2326900,78736
8/1/2013,29500,78652
8/1/2013,249700,78725
8/1/2013,83000,78745
8/1/2013,3387900,78735
8/1/2013,1664400,78731
8/1/2013,15900,78729
8/1/2013,17323100,78721
8/1/2013,1451800,78747
8/1/2013,5399900,78721
8/1/2013,519300,78705
8/1/2013,14700,78732
8/1/2013,46164500,78723
8/1/2013,23213700,78741
8/1/2013,6356200,78728
8/1/2013,68233400,78704
8/1/2013,57700,78733
8/1/2013,57484900,78746
8/1/2013,50287000,78704
8/1/2013,353900,78752
8/1/2013,36839000,78735
8/1/2013,1514400,78730
8/1/2013,19415100,78748
8/1/2013,100024800,78749
8/1/2013,17063200,78749
8/1/2013,5057800,78730
8/1/2013,662900,78751
8/1/2013,27456500,78726
8/1/2013,76422600,78739
8/1/2013,78851900,78703
8/1/2013,16172200,78757
8/1/2013,3119600,78754
8/1/2013,31065900,78705
8/1/2013,88298700,78750
8/1/2013,12931600,78703
8/1/2013,4516900,78758
8/1/2013,3858500,78745
8/1/2013,48521200,78757
8/1/2013,1302700,78653
8/1/2013,101251000,78748
8/1/2013,102400,78756
8/1/2013,4228500,78617
8/1/2013,35606100,78747
8/1/2013,12263600,78722
8/1/2013,15761500,78746
8/1/2013,9977900,78660
8/1/2013,19629800,78736
8/1/2013,397600,78757
8/1/2013,23889900,78724
8/1/2013,28980200,78754
8/1/2013,0,78712
8/1/2013,19411400,78752
8/1/2013,55263900,78753
8/1/2013,6039100,78756
8/1/2013,10023200,78702
8/1/2013,394200,78653
8/1/2013,101257300,78731
8/1/2013,23325200,78617
8/1/2013,6032700,78753
8/1/2013,11845700,78705
8/1/2013,51642300,78753
9/1/2013,23364700,78723
9/1/2013,5500,78738
9/1/2013,13700,78652
9/1/2013,26100,78727
9/1/2013,13127900,78724
9/1/2013,75200,78757
9/1/2013,47600,78758
9/1/2013,17007600,78721
9/1/2013,2185700,78719
9/1/2013,349900,78725
9/1/2013,75000,78613
9/1/2013,1263100,78731
9/1/2013,1896000,78759
9/1/2013,0,78712
9/1/2013,12100,78732
9/1/2013,400,78739
9/1/2013,563200,78724
9/1/2013,163900,78751
9/1/2013,10729600,78735
9/1/2013,8039600,78747
9/1/2013,27185900,78730
9/1/2013,48200,78750
9/1/2013,11900,78737
9/1/2013,27900,78749
9/1/2013,2394100,78736
9/1/2013,8534700,78727
9/1/2013,155700,78613
9/1/2013,54200,78717
9/1/2013,2134500,78744
9/1/2013,28782400,78754
9/1/2013,13845900,78705
9/1/2013,94323300,78750
9/1/2013,80888900,78739
9/1/2013,8379400,78717
9/1/2013,20100,78753
9/1/2013,19004500,78752
9/1/2013,104200,78756
9/1/2013,176700,78730
9/1/2013,66400,78741
9/1/2013,16583500,78757
9/1/2013,330100,78704
9/1/2013,277800,78721
9/1/2013,8400,78660
9/1/2013,52052500,78717
9/1/2013,12205600,78726
9/1/2013,41600,78726
9/1/2013,8387900,78717
9/1/2013,835500,78746
9/1/2013,100,78747
9/1/2013,99300,78745
9/1/2013,5190500,78730
9/1/2013,347400,78723
9/1/2013,334100,78722
9/1/2013,1091900,78730
9/1/2013,1900,78744
9/1/2013,2650200,78728
9/1/2013,3478300,78660
9/1/2013,4060800,78729
9/1/2013,22297600,78724
9/1/2013,3131900,78735
9/1/2013,1508100,78747
9/1/2013,227700,78759
9/1/2013,12489800,78722
9/1/2013,50900,78702
9/1/2013,4105400,78745
9/1/2013,179700,78705
9/1/2013,30264700,78726
9/1/2013,1673600,78701
9/1/2013,4700,78617
9/1/2013,36814300,78735
9/1/2013,12900,78721
9/1/2013,21815000,78751
9/1/2013,19383400,78736
9/1/2013,9487300,78702
9/1/2013,45000,78724
9/1/2013,7206700,78728
9/1/2013,91170200,78741
9/1/2013,2046300,78703
9/1/2013,3237000,78741
9/1/2013,22748100,78727
9/1/2013,3718000,78704
9/1/2013,22094300,78617
9/1/2013,24791100,78729
9/1/2013,841900,78652
9/1/2013,648900,78719
9/1/2013,1162000,78702
9/1/2013,16300,78729
9/1/2013,2771900,78722
9/1/2013,28082400,78744
9/1/2013,57052900,78758
9/1/2013,200,78754
9/1/2013,17806000,78748
9/1/2013,1231800,78746
9/1/2013,527400,78736
9/1/2013,10486700,78748
9/1/2013,935300,78731
9/1/2013,31800,78748
9/1/2013,2620300,78725
9/1/2013,566100,78705
9/1/2013,29200,78736
9/1/2013,8262700,78726
9/1/2013,4938300,78721
9/1/2013,44900,78652
9/1/2013,36778400,78729
9/1/2013,22808200,78741
9/1/2013,71700,78733
9/1/2013,61611900,78746
9/1/2013,49536900,78704
9/1/2013,66433700,78704
9/1/2013,49404400,78723
9/1/2013,6139500,78728
9/1/2013,5808200,78756
9/1/2013,609400,78751
9/1/2013,99158400,78749
9/1/2013,101261900,78745
9/1/2013,838800,78703
9/1/2013,16676700,78749
9/1/2013,36258300,78705
9/1/2013,42090900,78759
9/1/2013,2482700,78754
9/1/2013,18305700,78754
9/1/2013,13274200,78751
9/1/2013,1392300,78653
9/1/2013,84610000,78703
9/1/2013,3988100,78617
9/1/2013,65706500,78727
9/1/2013,374500,78742
9/1/2013,2779200,78750
9/1/2013,499100,78653
9/1/2013,16650700,78752
9/1/2013,311100,78752
9/1/2013,404400,78757
9/1/2013,612900,78701
9/1/2013,16228000,78746
9/1/2013,138000,78756
9/1/2013,10069200,78660
9/1/2013,118153000,78759
9/1/2013,47654200,78758
9/1/2013,56098200,78744
9/1/2013,13255200,78703
9/1/2013,19063100,78756
9/1/2013,100956400,78748
9/1/2013,33148500,78745
9/1/2013,109449800,78731
9/1/2013,53721900,78753
9/1/2013,30909500,78702
9/1/2013,14298700,78701
9/1/2013,14180500,78750
9/1/2013,6438200,78749
9/1/2013,18904400,78731
9/1/2013,33118400,78747
9/1/2013,54895100,78753
9/1/2013,59594800,78757
9/1/2013,13266800,78737
9/1/2013,4863100,78758
9/1/2013,901000,78742
9/1/2013,5186800,78753
10/1/2013,44765400,78727
10/1/2013,2452900,78736
10/1/2013,44800,78750
10/1/2013,15099400,78721
10/1/2013,42500,78652
10/1/2013,163900,78730
10/1/2013,662700,78731
10/1/2013,0,78712
10/1/2013,346600,78725
10/1/2013,3461900,78704
10/1/2013,25600,78741
10/1/2013,854900,78730
10/1/2013,22596200,78727
10/1/2013,21000,78702
10/1/2013,681600,78746
10/1/2013,442200,78746
10/1/2013,7100,78732
10/1/2013,4992900,78727
10/1/2013,22842400,78729
10/1/2013,7145100,78748
10/1/2013,3258900,78729
10/1/2013,33491300,78745
10/1/2013,13272100,78736
10/1/2013,12200,78748
10/1/2013,4200,78617
10/1/2013,7275500,78747
10/1/2013,500,78747
10/1/2013,12441800,78724
10/1/2013,139300,78613
10/1/2013,24950400,78747
10/1/2013,85636800,78741
10/1/2013,2400,78721
10/1/2013,22323900,78723
10/1/2013,34246000,78717
10/1/2013,454200,78705
10/1/2013,26800,78749
10/1/2013,15900,78729
10/1/2013,20300,78727
10/1/2013,73730600,78745
10/1/2013,39700,78757
10/1/2013,23561100,78729
10/1/2013,52100,78756
10/1/2013,25180200,78744
10/1/2013,13267000,78750
10/1/2013,16258100,78757
10/1/2013,25200,78724
10/1/2013,9408600,78722
10/1/2013,17218700,78730
10/1/2013,1329600,78701
10/1/2013,3640200,78741
10/1/2013,31000,78758
10/1/2013,2200,78739
10/1/2013,44000,78721
10/1/2013,753100,78702
10/1/2013,2107100,78725
10/1/2013,26504200,78702
10/1/2013,539400,78701
10/1/2013,622000,78751
10/1/2013,2600,78753
10/1/2013,41500,78745
10/1/2013,86000,78705
10/1/2013,9400,78660
10/1/2013,1455400,78703
10/1/2013,9400,78652
10/1/2013,88400,78751
10/1/2013,70572700,78748
10/1/2013,12900,78717
10/1/2013,20937200,78726
10/1/2013,5816500,78717
10/1/2013,517000,78719
10/1/2013,7743400,78717
10/1/2013,2223900,78744
10/1/2013,2500,78660
10/1/2013,237900,78704
10/1/2013,12400,78738
10/1/2013,5500,78726
10/1/2013,3197000,78735
10/1/2013,1075500,78731
10/1/2013,52512600,78753
10/1/2013,5600,78737
10/1/2013,122700,78759
10/1/2013,725000,78652
10/1/2013,3900,78736
10/1/2013,1503700,78728
10/1/2013,8516500,78728
10/1/2013,234500,78723
10/1/2013,1447700,78719
10/1/2013,3100,78754
10/1/2013,655700,78703
10/1/2013,1200,78744
10/1/2013,47921600,78758
10/1/2013,2045100,78750
10/1/2013,9988600,78735
10/1/2013,40858200,78753
10/1/2013,79211200,78759
10/1/2013,18902000,78752
10/1/2013,483500,78724
10/1/2013,13685700,78701
10/1/2013,340400,78757
10/1/2013,584300,78747
10/1/2013,18755700,78617
10/1/2013,2583600,78722
10/1/2013,3376400,78660
10/1/2013,16910300,78754
10/1/2013,138200,78722
10/1/2013,507500,78736
10/1/2013,16771200,78748
10/1/2013,301500,78613
10/1/2013,37787400,78705
10/1/2013,4561800,78728
10/1/2013,18180500,78741
10/1/2013,49319400,78704
10/1/2013,52200,78733
10/1/2013,5967900,78726
10/1/2013,49282500,78704
10/1/2013,39131500,78746
10/1/2013,34566100,78723
10/1/2013,11461000,78726
10/1/2013,42006200,78758
10/1/2013,3653200,78617
10/1/2013,47575900,78739
10/1/2013,2676900,78754
10/1/2013,975600,78653
10/1/2013,19274500,78731
10/1/2013,41014200,78759
10/1/2013,10997600,78705
10/1/2013,70869500,78731
10/1/2013,16451100,78749
10/1/2013,12150700,78703
10/1/2013,8310600,78660
10/1/2013,4581300,78730
10/1/2013,328500,78742
10/1/2013,21836600,78754
10/1/2013,60947900,78703
10/1/2013,5762700,78756
10/1/2013,12470100,78751
10/1/2013,1543400,78759
10/1/2013,47968700,78744
10/1/2013,2773900,78745
10/1/2013,9775200,78702
10/1/2013,184300,78653
10/1/2013,24622900,78735
10/1/2013,112900,78756
10/1/2013,36373500,78757
10/1/2013,64171400,78749
10/1/2013,12650500,78756
10/1/2013,709100,78742
10/1/2013,12432000,78752
10/1/2013,7262200,78737
10/1/2013,14594100,78746
10/1/2013,4295400,78753
10/1/2013,4618300,78721
10/1/2013,3161300,78758
10/1/2013,325800,78752
10/1/2013,20097800,78724
10/1/2013,63069000,78750
10/1/2013,5872700,78749
10/1/2013,17091400,78751
11/1/2013,12801400,78746
11/1/2013,2632600,78722
11/1/2013,2930000,78741
11/1/2013,9900,78652
11/1/2013,800,78721
11/1/2013,670800,78728
11/1/2013,49981000,78731
11/1/2013,6900,78758
11/1/2013,4916400,78748
11/1/2013,13180800,78721
11/1/2013,2740500,78727
11/1/2013,4349900,78749
11/1/2013,5616900,78756
11/1/2013,10600,78741
11/1/2013,1075300,78701
11/1/2013,18652200,78752
11/1/2013,36900,78751
11/1/2013,22548500,78723
11/1/2013,600,78702
11/1/2013,2296100,78736
11/1/2013,3086200,78660
11/1/2013,19810100,78727
11/1/2013,9200,78754
11/1/2013,1600,78753
11/1/2013,312700,78725
11/1/2013,527200,78702
11/1/2013,20314000,78729
11/1/2013,4434700,78730
11/1/2013,2900,78737
11/1/2013,15100,78748
11/1/2013,43800,78652
11/1/2013,154100,78730
11/1/2013,33500,78756
11/1/2013,6793400,78747
11/1/2013,25900,78749
11/1/2013,4603900,78726
11/1/2013,207600,78613
11/1/2013,530100,78719
11/1/2013,24053100,78717
11/1/2013,378500,78705
11/1/2013,526100,78751
11/1/2013,2866200,78753
11/1/2013,457800,78747
11/1/2013,8700,78739
11/1/2013,6500,78738
11/1/2013,11880600,78724
11/1/2013,1504800,78719
11/1/2013,3500,78617
11/1/2013,25200,78705
11/1/2013,17967300,78748
11/1/2013,15600,78729
11/1/2013,3600,78736
11/1/2013,141100,78752
11/1/2013,33537200,78727
11/1/2013,10400,78717
11/1/2013,1240600,78735
11/1/2013,25600,78759
11/1/2013,11954800,78752
11/1/2013,7905500,78728
11/1/2013,596600,78746
11/1/2013,469600,78613
11/1/2013,5267600,78737
11/1/2013,18348200,78724
11/1/2013,1411100,78744
11/1/2013,29140600,78757
11/1/2013,25300,78745
11/1/2013,600,78744
11/1/2013,212000,78723
11/1/2013,13200,78660
11/1/2013,3200,78747
11/1/2013,12215500,78751
11/1/2013,511200,78736
11/1/2013,229300,78731
11/1/2013,84275700,78741
11/1/2013,15822100,78754
11/1/2013,22603800,78729
11/1/2013,22000,78750
11/1/2013,13700,78722
11/1/2013,900,78660
11/1/2013,796600,78703
11/1/2013,1832700,78725
11/1/2013,16612200,78735
11/1/2013,2617700,78729
11/1/2013,5100,78726
11/1/2013,14700,78727
11/1/2013,1665400,78704
11/1/2013,119500,78704
11/1/2013,16500,78721
11/1/2013,16910100,78731
11/1/2013,10156600,78730
11/1/2013,327700,78724
11/1/2013,679100,78652
11/1/2013,12600,78724
11/1/2013,3800,78732
11/1/2013,3369000,78717
11/1/2013,716100,78731
11/1/2013,25713700,78744
11/1/2013,8921200,78735
11/1/2013,75300,78757
11/1/2013,196500,78746
11/1/2013,8090000,78717
11/1/2013,37458000,78739
11/1/2013,16328500,78749
11/1/2013,10065000,78736
11/1/2013,26125500,78746
11/1/2013,40991600,78704
11/1/2013,35700,78733
11/1/2013,17877800,78741
11/1/2013,9877800,78726
11/1/2013,3917900,78728
11/1/2013,30932100,78723
11/1/2013,49245500,78704
11/1/2013,15245400,78751
11/1/2013,52104600,78749
11/1/2013,37116600,78758
11/1/2013,2885000,78745
11/1/2013,44986300,78750
11/1/2013,14008100,78701
11/1/2013,6814600,78660
11/1/2013,4654800,78721
11/1/2013,17830700,78617
11/1/2013,15170500,78726
11/1/2013,35736300,78753
11/1/2013,50061300,78753
11/1/2013,39065500,78705
11/1/2013,20589800,78747
11/1/2013,24694400,78702
11/1/2013,66701200,78745
11/1/2013,72300,78756
