Month,Total Gallons,Postal Code
11/1/2015,39300,78701
11/1/2015,1651000,78652
11/1/2015,17730000,78727
11/1/2015,69200,78756
11/1/2015,4800,78738
11/1/2015,187000,78725
11/1/2015,8208900,78735
11/1/2015,1647500,78728
11/1/2015,72100,78745
11/1/2015,28100,78726
11/1/2015,2342100,78736
11/1/2015,448800,78719
11/1/2015,10200,78660
11/1/2015,12036800,78721
11/1/2015,423600,78731
11/1/2015,55600,78759
11/1/2015,4246100,78728
11/1/2015,3940400,78726
11/1/2015,18697300,78741
11/1/2015,1021300,78730
11/1/2015,41059300,78746
11/1/2015,11670200,78726
11/1/2015,95400,78733
11/1/2015,3569500,78704
11/1/2015,31360300,78723
11/1/2015,8524500,78722
11/1/2015,49848100,78704
11/1/2015,11978500,78752
11/1/2015,470800,78757
11/1/2015,39096400,78759
11/1/2015,18689100,78735
11/1/2015,43836900,78744
11/1/2015,14556200,78701
11/1/2015,777600,78742
11/1/2015,16657900,78749
11/1/2015,57208700,78749
11/1/2015,5371100,78756
11/1/2015,46057300,78758
11/1/2015,41158100,78750
11/1/2015,23638700,78747
11/1/2015,61305900,78731
11/1/2015,451800,78751
11/1/2015,17656400,78724
11/1/2015,12378600,78703
11/1/2015,5242600,78617
11/1/2015,13707600,78757
11/1/2015,49829300,78753
11/1/2015,15972500,78751
11/1/2015,12964500,78750
11/1/2015,35397000,78758
11/1/2015,5641100,78745
11/1/2015,41207400,78705
11/1/2015,1100200,78653
11/1/2015,90000,78756
11/1/2015,5280100,78730
11/1/2015,29501200,78744
11/1/2015,34671000,78727
11/1/2015,66642600,78748
11/1/2015,12816700,78751
11/1/2015,12786200,78746
11/1/2015,4602600,78721
11/1/2015,23619300,78702
11/1/2015,3732400,78758
11/1/2015,40493600,78704
11/1/2015,19235100,78754
11/1/2015,17197100,78731
11/1/2015,0,78712
11/1/2015,11833400,78756
11/1/2015,7120800,78737
11/1/2015,350000,78742
11/1/2015,1168600,78750
12/1/2015,15423000,78754
12/1/2015,43454700,78731
12/1/2015,75000,78702
12/1/2015,141900,78756
12/1/2015,204400,78725
12/1/2015,4200,78727
12/1/2015,8087200,78735
12/1/2015,45386200,78759
12/1/2015,2234800,78736
12/1/2015,9100,78758
12/1/2015,134600,78722
12/1/2015,13184700,78746
12/1/2015,23400,78744
12/1/2015,2600,78728
12/1/2015,5600,78738
12/1/2015,1600,78757
12/1/2015,26000,78756
12/1/2015,388500,78703
12/1/2015,400800,78705
12/1/2015,27100,78749
12/1/2015,1817300,78613
12/1/2015,13681900,78701
12/1/2015,2900,78721
12/1/2015,16755500,78752
12/1/2015,21865100,78727
12/1/2015,531200,78750
12/1/2015,4997900,78721
12/1/2015,2414700,78729
12/1/2015,249600,78724
12/1/2015,19587000,78748
12/1/2015,13275500,78724
12/1/2015,2451400,78727
12/1/2015,676800,78742
12/1/2015,1154600,78744
12/1/2015,1229700,78719
12/1/2015,1150800,78735
12/1/2015,23100,78754
12/1/2015,56988400,78748
12/1/2015,35600,78759
12/1/2015,429700,78751
12/1/2015,1160500,78701
12/1/2015,222500,78746
12/1/2015,10820000,78717
12/1/2015,7265600,78728
12/1/2015,1000,78722
12/1/2015,438500,78719
12/1/2015,31600,78701
12/1/2015,10000,78741
12/1/2015,1606800,78652
12/1/2015,2692800,78717
12/1/2015,4542700,78660
12/1/2015,49709000,78758
12/1/2015,29800,78705
12/1/2015,195400,78731
12/1/2015,72300,78730
12/1/2015,2441600,78725
12/1/2015,417300,78702
12/1/2015,704600,78613
12/1/2015,7224400,78747
12/1/2015,25860200,78723
12/1/2015,1700,78729
12/1/2015,1927500,78741
12/1/2015,1083000,78653
12/1/2015,401100,78746
12/1/2015,475400,78747
12/1/2015,2682800,78722
12/1/2015,586300,78660
12/1/2015,8338000,78705
12/1/2015,13013600,78757
12/1/2015,18000,78724
12/1/2015,3100,78617
12/1/2015,5700,78737
12/1/2015,13635900,78750
12/1/2015,12219300,78751
12/1/2015,53400,78745
12/1/2015,32000,78652
12/1/2015,1900,78753
12/1/2015,286000,78721
12/1/2015,14026700,78751
12/1/2015,2121900,78753
12/1/2015,26767300,78757
12/1/2015,0,78725
12/1/2015,29413000,78739
12/1/2015,38276300,78759
12/1/2015,3600,78723
12/1/2015,11400,78751
12/1/2015,900,78747
12/1/2015,53800,78723
12/1/2015,20386600,78754
12/1/2015,25000,78726
12/1/2015,34727300,78705
12/1/2015,794600,78701
12/1/2015,62932500,78745
12/1/2015,5306600,78748
12/1/2015,100,78750
12/1/2015,72883500,78741
12/1/2015,27948200,78744
12/1/2015,19983000,78747
12/1/2015,36746300,78758
12/1/2015,13500,78736
12/1/2015,88100,78704
12/1/2015,10512100,78752
12/1/2015,20398200,78729
12/1/2015,440300,78731
12/1/2015,12300,78660
12/1/2015,51172600,78704
12/1/2015,3481700,78749
12/1/2015,3223600,78745
12/1/2015,14610700,78735
12/1/2015,9448700,78756
12/1/2015,900,78739
12/1/2015,29324200,78727
12/1/2015,77100,78652
12/1/2015,9100,78717
12/1/2015,53000,78748
12/1/2015,557100,78736
12/1/2015,469900,78728
12/1/2015,7662200,78660
12/1/2015,16413600,78741
12/1/2015,12290600,78726
12/1/2015,4595500,78728
12/1/2015,28938200,78746
12/1/2015,2504000,78726
12/1/2015,611000,78730
12/1/2015,43400,78733
12/1/2015,24267600,78717
12/1/2015,2311700,78704
12/1/2015,30200300,78723
12/1/2015,13051100,78721
12/1/2015,17632600,78729
12/1/2015,12909200,78703
12/1/2015,220100,78752
12/1/2015,5200300,78730
12/1/2015,16611400,78749
12/1/2015,36400300,78750
12/1/2015,12248200,78726
12/1/2015,7376300,78722
12/1/2015,263800,78742
12/1/2015,5127800,78737
12/1/2015,23619600,78702
12/1/2015,5536400,78756
12/1/2015,18258500,78617
12/1/2015,406300,78653
12/1/2015,44883500,78744
12/1/2015,964700,78759
12/1/2015,9655500,78736
12/1/2015,2650600,78758
12/1/2015,14854000,78730
12/1/2015,10372300,78702
12/1/2015,19506300,78724
12/1/2015,55517600,78753
12/1/2015,429400,78757
12/1/2015,17515600,78731
12/1/2015,4960800,78617
12/1/2015,38712300,78703
12/1/2015,2215600,78754
12/1/2015,37164300,78704
12/1/2015,37456500,78753
12/1/2015,47036800,78749
12/1/2015,31791400,78745
12/1/2015,403400,78703
12/1/2015,3600,78732
1/1/2016,31663600,78727
1/1/2016,1665300,78652
1/1/2016,4600,78721
1/1/2016,20345000,78754
1/1/2016,25000,78744
1/1/2016,30794600,78739
1/1/2016,47700,78704
1/1/2016,35600,78756
1/1/2016,1695200,78729
1/1/2016,14900,78705
1/1/2016,411900,78719
1/1/2016,183300,78747
1/1/2016,10500,78758
1/1/2016,17587800,78731
1/1/2016,7560500,78747
1/1/2016,21300,78754
1/1/2016,1349800,78741
1/1/2016,136900,78731
1/1/2016,1288300,78727
1/1/2016,22900,78738
1/1/2016,51000,78702
1/1/2016,472800,78702
1/1/2016,7513500,78728
1/1/2016,1800,78753
1/1/2016,11570800,78751
1/1/2016,375200,78742
1/1/2016,20829400,78729
1/1/2016,244700,78725
1/1/2016,30500,78751
1/1/2016,408900,78750
1/1/2016,33600,78745
1/1/2016,6800,78617
1/1/2016,4709900,78660
1/1/2016,11300,78741
1/1/2016,167500,78746
1/1/2016,130300,78724
1/1/2016,20372000,78617
1/1/2016,274200,78660
1/1/2016,3800,78723
1/1/2016,431800,78731
1/1/2016,992900,78701
1/1/2016,29800,78652
1/1/2016,36921000,78758
1/1/2016,8391400,78735
1/1/2016,315000,78721
1/1/2016,27500,78723
1/1/2016,569600,78613
1/1/2016,51823800,78704
1/1/2016,1310500,78744
1/1/2016,32200,78748
1/1/2016,44100,78752
1/1/2016,4431800,78748
1/1/2016,21100,78724
1/1/2016,30400,78749
1/1/2016,37582000,78703
1/1/2016,2500,78728
1/1/2016,230100,78746
1/1/2016,12875700,78726
1/1/2016,2911600,78722
1/1/2016,5300,78737
1/1/2016,80120700,78741
1/1/2016,17100,78701
1/1/2016,24488200,78723
1/1/2016,329300,78703
1/1/2016,257700,78705
1/1/2016,2576200,78725
1/1/2016,1864300,78749
1/1/2016,14136700,78701
1/1/2016,202700,78757
1/1/2016,33540200,78745
1/1/2016,1000,78722
1/1/2016,13900,78726
1/1/2016,27654900,78757
1/1/2016,5279500,78737
1/1/2016,11962400,78724
1/1/2016,17367000,78749
1/1/2016,900,78739
1/1/2016,15556100,78730
1/1/2016,20285400,78724
1/1/2016,81800,78722
1/1/2016,1024000,78735
1/1/2016,1401200,78719
1/1/2016,200,78750
1/1/2016,351100,78728
1/1/2016,22185000,78748
1/1/2016,711700,78701
1/1/2016,1169400,78717
1/1/2016,1809800,78613
1/1/2016,58100,78730
1/1/2016,11500,78660
1/1/2016,5325800,78756
1/1/2016,10300,78747
1/1/2016,33100,78759
1/1/2016,180200,78736
1/1/2016,13752100,78735
1/1/2016,2400,78729
1/1/2016,1078600,78653
1/1/2016,46871300,78759
1/1/2016,10737500,78702
1/1/2016,22792000,78727
1/1/2016,12438500,78717
1/1/2016,13843500,78751
1/1/2016,4900,78727
1/1/2016,8900,78757
1/1/2016,2442300,78736
1/1/2016,8050100,78705
1/1/2016,16300,78736
1/1/2016,9697300,78736
1/1/2016,95000,78652
1/1/2016,0,78725
1/1/2016,11600,78717
1/1/2016,12819200,78726
1/1/2016,18246200,78741
1/1/2016,28096900,78746
1/1/2016,33000,78733
1/1/2016,2753900,78726
1/1/2016,411600,78730
1/1/2016,4323700,78728
1/1/2016,25636100,78717
1/1/2016,13781600,78721
1/1/2016,1989000,78704
1/1/2016,4687500,78617
1/1/2016,79900,78653
1/1/2016,51570900,78758
1/1/2016,9577500,78756
1/1/2016,66021800,78745
1/1/2016,12404600,78703
1/1/2016,31067800,78705
1/1/2016,5000,78732
1/1/2016,769700,78742
1/1/2016,38614100,78750
1/1/2016,38409500,78759
1/1/2016,306100,78703
1/1/2016,18562300,78754
1/1/2016,12660400,78750
1/1/2016,7281400,78660
1/1/2016,38577600,78753
1/1/2016,30133900,78723
1/1/2016,59281300,78748
1/1/2016,18169800,78752
1/1/2016,18868600,78729
1/1/2016,14156300,78746
1/1/2016,1951400,78758
1/1/2016,12123600,78752
1/1/2016,4969400,78721
1/1/2016,58990000,78753
1/1/2016,21452300,78747
1/1/2016,46584500,78744
1/1/2016,37539200,78704
1/1/2016,2257200,78745
1/1/2016,7504900,78722
1/1/2016,5682500,78730
1/1/2016,743900,78759
1/1/2016,1988500,78754
1/1/2016,24834500,78702
1/1/2016,28601600,78744
1/1/2016,1863600,78753
1/1/2016,31800,78756
1/1/2016,47720500,78749
1/1/2016,14379500,78757
1/1/2016,44231900,78731
1/1/2016,384500,78751
2/1/2016,5965900,78737
2/1/2016,21700,78736
2/1/2016,4155400,78748
2/1/2016,19601200,78754
2/1/2016,13324300,78751
2/1/2016,30300,78652
2/1/2016,190400,78731
2/1/2016,190800,78725
2/1/2016,3000,78728
2/1/2016,102500,78724
2/1/2016,11803700,78724
2/1/2016,52100,78745
2/1/2016,608000,78613
2/1/2016,15954600,78731
2/1/2016,11300,78660
2/1/2016,4000000,78660
2/1/2016,45339400,78749
2/1/2016,11000,78717
2/1/2016,4100,78721
2/1/2016,18600,78724
2/1/2016,262000,78721
2/1/2016,1811500,78717
2/1/2016,20261500,78729
2/1/2016,8200,78727
2/1/2016,3700,78732
2/1/2016,26200,78756
2/1/2016,37200,78726
2/1/2016,7004100,78722
2/1/2016,294200,78746
2/1/2016,5000,78617
2/1/2016,8800,78741
2/1/2016,20600,78748
2/1/2016,22700,78749
2/1/2016,17111000,78617
2/1/2016,26253500,78739
2/1/2016,657100,78701
2/1/2016,7183500,78728
2/1/2016,125000,78704
2/1/2016,40663200,78703
2/1/2016,2603700,78736
2/1/2016,466600,78735
2/1/2016,19600,78758
2/1/2016,700,78723
2/1/2016,76800,78742
2/1/2016,15300,78702
2/1/2016,2511600,78725
2/1/2016,1626500,78613
2/1/2016,0,78725
2/1/2016,22400,78754
2/1/2016,422400,78728
2/1/2016,282100,78705
2/1/2016,3006800,78722
2/1/2016,1430600,78719
2/1/2016,244400,78702
2/1/2016,51772000,78753
2/1/2016,638200,78703
2/1/2016,8125800,78735
2/1/2016,11585900,78703
2/1/2016,635600,78742
2/1/2016,21300,78752
2/1/2016,37400,78730
2/1/2016,26081400,78757
2/1/2016,418200,78736
2/1/2016,18343500,78724
2/1/2016,11200,78757
2/1/2016,1800,78753
2/1/2016,130700,78660
2/1/2016,6641000,78747
2/1/2016,3221100,78730
2/1/2016,24500,78756
2/1/2016,10600,78750
2/1/2016,0,78722
2/1/2016,10690300,78717
2/1/2016,10349300,78752
2/1/2016,24300,78744
2/1/2016,1222400,78741
2/1/2016,1655700,78744
2/1/2016,6400,78738
2/1/2016,431500,78750
2/1/2016,1721700,78652
2/1/2016,196300,78747
2/1/2016,23168700,78723
2/1/2016,108500,78747
2/1/2016,22100,78701
2/1/2016,1604000,78729
2/1/2016,862300,78701
2/1/2016,253200,78703
2/1/2016,87500,78723
2/1/2016,56200,78751
2/1/2016,10481300,78702
2/1/2016,16171100,78754
2/1/2016,9178500,78756
2/1/2016,1065000,78653
2/1/2016,7700,78737
2/1/2016,6100,78739
2/1/2016,2528900,78727
2/1/2016,20344500,78727
2/1/2016,255000,78731
2/1/2016,59500,78759
2/1/2016,11083100,78750
2/1/2016,15818100,78749
2/1/2016,24853000,78717
2/1/2016,31600,78705
2/1/2016,8295300,78705
2/1/2016,319200,78719
2/1/2016,700,78729
2/1/2016,88100,78757
2/1/2016,22994600,78702
2/1/2016,629600,78759
2/1/2016,67500,78722
2/1/2016,69300,78652
2/1/2016,178400,78746
2/1/2016,37122900,78704
2/1/2016,12110800,78721
2/1/2016,4335400,78728
2/1/2016,12088200,78726
2/1/2016,1830100,78704
2/1/2016,572300,78730
2/1/2016,2005300,78726
2/1/2016,15405700,78741
2/1/2016,31202600,78746
2/1/2016,25600,78733
2/1/2016,1550200,78753
2/1/2016,5274300,78756
2/1/2016,28927100,78727
2/1/2016,52830600,78748
2/1/2016,422600,78751
2/1/2016,28761500,78723
2/1/2016,239300,78742
2/1/2016,2019400,78745
2/1/2016,18660800,78748
2/1/2016,41327900,78750
2/1/2016,13825500,78701
2/1/2016,25228100,78744
2/1/2016,13246200,78757
2/1/2016,2277800,78749
2/1/2016,7029100,78660
2/1/2016,11986400,78746
2/1/2016,18975700,78747
2/1/2016,42279300,78744
2/1/2016,12653600,78726
2/1/2016,30089700,78745
2/1/2016,17965000,78729
2/1/2016,36443300,78705
2/1/2016,130600,78653
2/1/2016,35063300,78759
2/1/2016,3956100,78617
2/1/2016,46203400,78758
2/1/2016,4571700,78721
2/1/2016,14424700,78735
2/1/2016,15374800,78730
2/1/2016,1583600,78754
2/1/2016,34693700,78758
2/1/2016,16160800,78752
2/1/2016,48623900,78704
2/1/2016,1700500,78758
2/1/2016,9916700,78736
2/1/2016,35662800,78753
2/1/2016,44735900,78731
2/1/2016,47511000,78759
2/1/2016,11916400,78751
2/1/2016,69550800,78741
2/1/2016,60946100,78745
3/1/2016,58400,78752
3/1/2016,3391100,78727
3/1/2016,17415700,78731
3/1/2016,246400,78742
3/1/2016,27200,78723
3/1/2016,17800,78701
3/1/2016,23200,78749
3/1/2016,21500,78724
3/1/2016,71800,78653
3/1/2016,14203500,78701
3/1/2016,416200,78736
3/1/2016,45166100,78703
3/1/2016,30600,78756
3/1/2016,12517300,78746
3/1/2016,360700,78731
3/1/2016,1855000,78729
3/1/2016,228600,78757
3/1/2016,20200,78758
3/1/2016,825100,78613
3/1/2016,383700,78719
3/1/2016,3700,78721
3/1/2016,19300,78754
3/1/2016,2636500,78725
3/1/2016,218300,78747
3/1/2016,51385700,78759
3/1/2016,1600,78729
3/1/2016,6200,78747
3/1/2016,384300,78731
3/1/2016,14053200,78726
3/1/2016,1036400,78653
3/1/2016,4371800,78721
3/1/2016,67800,78652
3/1/2016,52560300,78704
3/1/2016,6000,78723
3/1/2016,28800,78745
3/1/2016,8840400,78735
3/1/2016,18891300,78729
3/1/2016,48400,78751
3/1/2016,788600,78701
3/1/2016,104700,78724
3/1/2016,241500,78746
3/1/2016,5800,78737
3/1/2016,21489600,78727
3/1/2016,161000,78704
3/1/2016,903800,78703
3/1/2016,20800,78717
3/1/2016,14500,78741
3/1/2016,755800,78701
3/1/2016,104000,78721
3/1/2016,159800,78725
3/1/2016,12501200,78750
3/1/2016,0,78725
3/1/2016,12014900,78717
3/1/2016,80900,78759
3/1/2016,2135400,78652
3/1/2016,34100,78739
3/1/2016,7721100,78722
3/1/2016,61700,78705
3/1/2016,2537600,78736
3/1/2016,2270200,78753
3/1/2016,37600,78757
3/1/2016,1919100,78741
3/1/2016,2503200,78745
3/1/2016,3327800,78717
3/1/2016,11500,78727
3/1/2016,12600,78750
3/1/2016,372800,78702
3/1/2016,21236500,78729
3/1/2016,565100,78728
3/1/2016,691600,78742
3/1/2016,4400,78753
3/1/2016,4120400,78617
3/1/2016,14600,78722
3/1/2016,3828000,78748
3/1/2016,22515900,78723
3/1/2016,555500,78759
3/1/2016,11000,78660
3/1/2016,7400,78738
3/1/2016,12300,78732
3/1/2016,344000,78746
3/1/2016,12033800,78703
3/1/2016,106500,78742
3/1/2016,3200,78728
3/1/2016,1093900,78735
3/1/2016,50218600,78749
3/1/2016,39200,78652
3/1/2016,17994200,78617
3/1/2016,24400,78744
3/1/2016,36500,78726
3/1/2016,453300,78705
3/1/2016,347400,78660
3/1/2016,1662200,78613
3/1/2016,2753200,78749
3/1/2016,14300,78702
3/1/2016,532600,78751
3/1/2016,4195500,78660
3/1/2016,5100,78617
3/1/2016,12306500,78751
3/1/2016,26200,78736
3/1/2016,512500,78750
3/1/2016,57300,78730
3/1/2016,1810400,78744
3/1/2016,6910100,78747
3/1/2016,1444600,78719
3/1/2016,3222600,78722
3/1/2016,11277800,78724
3/1/2016,6791300,78728
3/1/2016,31885000,78727
3/1/2016,23100,78748
3/1/2016,649100,78730
3/1/2016,10147000,78726
3/1/2016,12435000,78721
3/1/2016,31029000,78723
3/1/2016,2107500,78704
3/1/2016,17177500,78741
3/1/2016,33431400,78746
3/1/2016,2273200,78726
3/1/2016,40251100,78704
3/1/2016,55400,78733
3/1/2016,26233800,78717
3/1/2016,4819000,78728
3/1/2016,18029900,78724
3/1/2016,6502100,78737
3/1/2016,36878400,78758
3/1/2016,17254400,78735
3/1/2016,14817000,78751
3/1/2016,13558800,78757
3/1/2016,28276600,78744
3/1/2016,11439300,78752
3/1/2016,20048600,78730
3/1/2016,6477800,78730
3/1/2016,273200,78703
3/1/2016,36055200,78759
3/1/2016,80857000,78741
3/1/2016,20011600,78754
3/1/2016,7915200,78660
3/1/2016,23742100,78702
3/1/2016,11553400,78736
3/1/2016,29361600,78757
3/1/2016,17287100,78752
3/1/2016,39453100,78705
3/1/2016,16446400,78749
3/1/2016,9108300,78705
3/1/2016,42834500,78750
3/1/2016,47433500,78758
3/1/2016,10844200,78756
3/1/2016,36376700,78753
3/1/2016,64940300,78745
3/1/2016,5573700,78756
3/1/2016,16961700,78754
3/1/2016,53426300,78753
3/1/2016,20900,78756
3/1/2016,2644800,78758
3/1/2016,32390500,78739
3/1/2016,60594000,78748
3/1/2016,50614300,78731
3/1/2016,31173600,78745
3/1/2016,1480200,78754
3/1/2016,9662100,78702
3/1/2016,45213500,78744
3/1/2016,22066500,78747
3/1/2016,19646000,78748
4/1/2016,3700,78753
4/1/2016,2323700,78741
4/1/2016,23600,78724
4/1/2016,10500,78750
4/1/2016,1500,78738
4/1/2016,16200,78702
4/1/2016,508200,78746
4/1/2016,66300,78730
4/1/2016,2804100,78727
4/1/2016,35700,78744
4/1/2016,11400,78660
4/1/2016,32400,78717
4/1/2016,52557200,78731
4/1/2016,21434400,78729
4/1/2016,2259200,78744
4/1/2016,19100,78736
4/1/2016,42132500,78750
4/1/2016,886000,78701
4/1/2016,4247800,78660
4/1/2016,4327600,78721
4/1/2016,1209700,78750
4/1/2016,63600,78759
4/1/2016,73709800,78741
4/1/2016,69600,78652
4/1/2016,1486300,78729
4/1/2016,187000,78722
4/1/2016,10062800,78702
4/1/2016,5000,78729
4/1/2016,9000,78747
4/1/2016,7077400,78747
4/1/2016,17818900,78730
4/1/2016,53402300,78753
4/1/2016,1261000,78613
4/1/2016,7200400,78660
4/1/2016,508100,78703
4/1/2016,11047600,78717
4/1/2016,59200,78756
4/1/2016,135100,78704
4/1/2016,35729100,78739
4/1/2016,6700,78737
4/1/2016,36290100,78759
4/1/2016,5700,78617
4/1/2016,41800,78652
4/1/2016,14594400,78751
4/1/2016,60696600,78748
4/1/2016,17900,78741
4/1/2016,170800,78725
4/1/2016,28210000,78744
4/1/2016,17000,78701
4/1/2016,616800,78705
4/1/2016,2300,78728
4/1/2016,8735300,78735
4/1/2016,1118100,78653
4/1/2016,854900,78728
4/1/2016,0,78725
4/1/2016,2391800,78736
4/1/2016,765000,78703
4/1/2016,18100,78748
4/1/2016,2753200,78753
4/1/2016,134000,78752
4/1/2016,12847800,78703
4/1/2016,24900,78756
4/1/2016,1379900,78719
4/1/2016,143300,78724
4/1/2016,30500,78749
4/1/2016,18476500,78617
4/1/2016,65080300,78745
4/1/2016,4600,78721
4/1/2016,449100,78757
4/1/2016,60200,78723
4/1/2016,404400,78731
4/1/2016,54900,78705
4/1/2016,46700,78751
4/1/2016,302700,78746
4/1/2016,100,78739
4/1/2016,12100,78727
4/1/2016,14300,78754
4/1/2016,48484300,78758
4/1/2016,377900,78747
4/1/2016,23793500,78702
4/1/2016,1159400,78735
4/1/2016,4718100,78748
4/1/2016,6852000,78728
4/1/2016,5519800,78756
4/1/2016,364900,78719
4/1/2016,1679900,78613
4/1/2016,21939100,78723
4/1/2016,5400,78723
4/1/2016,19290900,78724
4/1/2016,2980600,78722
4/1/2016,19600,78726
4/1/2016,12729200,78751
4/1/2016,25048300,78727
4/1/2016,4163600,78717
4/1/2016,533100,78702
4/1/2016,495800,78731
4/1/2016,52006400,78759
4/1/2016,2620000,78725
4/1/2016,0,78722
4/1/2016,775400,78660
4/1/2016,631900,78751
4/1/2016,14246400,78726
4/1/2016,29570100,78757
4/1/2016,29000,78745
4/1/2016,125100,78742
4/1/2016,1041000,78721
4/1/2016,34400,78757
4/1/2016,17300,78758
4/1/2016,486100,78736
4/1/2016,2347500,78652
4/1/2016,13102700,78724
4/1/2016,977300,78730
4/1/2016,35072400,78746
4/1/2016,30079700,78723
4/1/2016,2916100,78726
4/1/2016,17154200,78741
4/1/2016,2108400,78704
4/1/2016,43200,78733
4/1/2016,4588500,78728
4/1/2016,12439800,78721
4/1/2016,13339700,78726
4/1/2016,14827400,78701
4/1/2016,20057700,78754
4/1/2016,17087300,78731
4/1/2016,39350700,78705
4/1/2016,33455700,78727
4/1/2016,6000,78732
4/1/2016,18956100,78729
4/1/2016,50654400,78704
4/1/2016,22728300,78747
4/1/2016,17673800,78754
4/1/2016,13208300,78757
4/1/2016,52944100,78749
4/1/2016,31389800,78745
4/1/2016,822000,78759
4/1/2016,30579300,78717
4/1/2016,6963200,78737
4/1/2016,11403800,78736
4/1/2016,36075000,78758
4/1/2016,10461200,78756
4/1/2016,12745800,78746
4/1/2016,7685500,78722
4/1/2016,3237300,78758
4/1/2016,45269600,78744
4/1/2016,16175500,78749
4/1/2016,21069500,78748
4/1/2016,2082000,78754
4/1/2016,2384700,78749
4/1/2016,17129400,78752
4/1/2016,5608200,78730
4/1/2016,12704800,78750
4/1/2016,11860800,78752
4/1/2016,36699400,78753
4/1/2016,4431100,78617
4/1/2016,2054600,78745
4/1/2016,42934300,78703
4/1/2016,919400,78701
4/1/2016,8753200,78705
4/1/2016,63800,78653
4/1/2016,41423700,78704
4/1/2016,17744800,78735
4/1/2016,717000,78742
4/1/2016,280800,78742
5/1/2016,2324400,78725
5/1/2016,17410100,78617
5/1/2016,5400,78723
5/1/2016,12868300,78750
5/1/2016,640000,78746
5/1/2016,3576500,78727
5/1/2016,37470400,78759
5/1/2016,1145600,78660
5/1/2016,2800,78729
5/1/2016,13058900,78757
5/1/2016,46857500,78758
5/1/2016,233600,78746
5/1/2016,7800,78747
5/1/2016,15600,78758
5/1/2016,30112700,78727
5/1/2016,16058900,78731
5/1/2016,9300,78726
5/1/2016,5721300,78748
5/1/2016,43578300,78744
5/1/2016,1217700,78744
5/1/2016,40068400,78750
5/1/2016,8300,78750
5/1/2016,20826400,78727
5/1/2016,14912400,78701
5/1/2016,874900,78613
5/1/2016,1917100,78613
5/1/2016,7046100,78747
5/1/2016,3950400,78617
5/1/2016,636000,78742
5/1/2016,24900,78748
5/1/2016,505000,78703
5/1/2016,177800,78704
5/1/2016,25100,78717
5/1/2016,19200200,78748
5/1/2016,34940100,78758
5/1/2016,60433400,78745
5/1/2016,708600,78702
5/1/2016,6945800,78728
5/1/2016,32500,78660
5/1/2016,97400,78742
5/1/2016,5400,78617
5/1/2016,4296700,78721
5/1/2016,798700,78701
5/1/2016,1646600,78719
5/1/2016,6500,78727
5/1/2016,82000,78721
5/1/2016,0,78725
5/1/2016,757000,78759
5/1/2016,2236200,78741
5/1/2016,25400,78652
5/1/2016,2160600,78735
5/1/2016,13346500,78751
5/1/2016,2021900,78652
5/1/2016,1700,78753
5/1/2016,21500,78751
5/1/2016,1600,78738
5/1/2016,17673800,78730
5/1/2016,30700,78744
5/1/2016,11828400,78724
5/1/2016,4385000,78717
5/1/2016,19600,78756
5/1/2016,54700,78705
5/1/2016,422800,78747
5/1/2016,74800,78730
5/1/2016,44879100,78731
5/1/2016,27500,78754
5/1/2016,8671400,78735
5/1/2016,322400,78703
5/1/2016,11000,78724
5/1/2016,4521200,78660
5/1/2016,0,78722
5/1/2016,153800,78725
5/1/2016,11417000,78717
5/1/2016,22456700,78723
5/1/2016,62600,78749
5/1/2016,17983400,78724
5/1/2016,769600,78705
5/1/2016,707700,78731
5/1/2016,2157400,78729
5/1/2016,7200,78737
5/1/2016,1210600,78653
5/1/2016,10200,78741
5/1/2016,8039500,78705
5/1/2016,18900,78702
5/1/2016,5606400,78730
5/1/2016,21300,78724
5/1/2016,17200,78701
5/1/2016,3000,78728
5/1/2016,428900,78736
5/1/2016,72500,78652
5/1/2016,25400,78757
5/1/2016,3700,78721
5/1/2016,17700,78736
5/1/2016,25300,78745
5/1/2016,22622100,78729
5/1/2016,348100,78719
5/1/2016,3600,78739
5/1/2016,1147000,78728
5/1/2016,45859900,78749
5/1/2016,2894000,78722
5/1/2016,70200,78722
5/1/2016,2165300,78736
5/1/2016,33200,78759
5/1/2016,218200,78731
5/1/2016,175600,78723
5/1/2016,30475600,78746
5/1/2016,12826200,78726
5/1/2016,27438300,78717
5/1/2016,15891300,78741
5/1/2016,2836800,78726
5/1/2016,34900,78733
5/1/2016,4603000,78728
5/1/2016,28790400,78723
5/1/2016,11928100,78721
5/1/2016,2472800,78704
5/1/2016,1006900,78730
5/1/2016,9068500,78756
5/1/2016,30098900,78745
5/1/2016,235900,78742
5/1/2016,764500,78751
5/1/2016,5289900,78756
5/1/2016,10705000,78702
5/1/2016,38490500,78703
5/1/2016,2656000,78758
5/1/2016,3179100,78745
5/1/2016,52137600,78753
5/1/2016,2600,78732
5/1/2016,18785600,78729
5/1/2016,15327000,78749
5/1/2016,20343700,78747
5/1/2016,9807100,78736
5/1/2016,22548200,78702
5/1/2016,27055100,78744
5/1/2016,6800300,78660
5/1/2016,46818000,78759
5/1/2016,16088300,78754
5/1/2016,72865200,78741
5/1/2016,111900,78756
5/1/2016,357100,78757
5/1/2016,66600,78653
5/1/2016,35519800,78753
5/1/2016,122700,78752
5/1/2016,2920400,78753
5/1/2016,55319700,78748
5/1/2016,2069600,78754
5/1/2016,19066000,78754
5/1/2016,11781400,78703
5/1/2016,11382600,78751
